date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2021-11-29,4820.01,4858.53,4851.42,4818.71,1336268.62,-8.71,-0.18,4887.6,4884.715,4870.236,1322869.9,1276920.29,1345683.54
2021-11-26,4886.95,4886.95,4860.13,4850.81,1203689.75,-36.31,-0.74,4899.796,4887.811,4872.199,1331801.85,1265116.57,1364662.1
2021-11-25,4917.61,4921.33,4896.44,4891.73,1159840.25,-20.22,-0.41,4905.782,4890.635,4874.631,1345460.52,1277410.57,1384421.29
2021-11-24,4914.03,4935.49,4916.66,4899.61,1371506.75,3.31,0.07,4894.018,4890.856,4873.016,1342453.6,1321911.41,1404754.01
2021-11-23,4905.76,4927.52,4913.35,4896.88,1543044.12,0.95,0.02,4887.836,4881.309,4872.091,1285070.7,1319878.91,1409734.47
2021-11-22,4895.39,4919.0,4912.4,4893.27,1380928.38,22.34,0.46,4881.83,4874.648,4874.579,1230970.67,1283950.02,1403026.73
2021-11-19,4832.06,4892.81,4890.06,4829.57,1271983.12,52.44,1.08,4875.826,4868.226,4877.935,1198431.3,1283255.45,1404911.06
2021-11-18,4871.42,4871.42,4837.62,4830.41,1144805.62,-48.13,-0.98,4875.488,4863.455,4881.418,1209360.62,1303846.5,1413275.01
2021-11-17,4883.25,4891.52,4885.75,4864.52,1084592.25,2.43,0.05,4887.694,4866.567,4885.938,1301369.22,1321958.91,1430483.81
2021-11-16,4880.9,4915.37,4883.32,4876.5,1272544.0,0.94,0.02,4874.782,4860.103,4887.16,1354687.12,1356263.51,1447020.79
2021-11-15,4894.41,4906.33,4882.38,4863.4,1218231.5,-5.99,-0.12,4867.466,4855.756,4889.13,1336929.37,1414446.8,1451026.83
2021-11-12,4902.93,4909.08,4888.37,4875.35,1326629.75,-10.28,-0.21,4860.626,4856.587,4888.75,1368079.6,1464207.62,1460737.86
2021-11-11,4814.77,4898.65,4898.65,4809.11,1604848.62,77.46,1.61,4851.422,4858.627,4890.937,1398332.37,1491432.0,1465817.37
2021-11-10,4832.8,4832.8,4821.19,4754.0,1351181.75,-25.55,-0.53,4845.44,4855.176,4891.685,1342548.6,1487596.61,1445353.44
2021-11-09,4858.25,4870.79,4846.74,4818.54,1183755.25,-1.44,-0.03,4845.424,4862.873,4897.631,1357839.9,1499590.03,1443365.76
2021-11-08,4841.15,4866.08,4848.18,4827.69,1373982.62,5.83,0.12,4844.046,4874.509,4899.486,1491964.22,1522103.44,1468217.67
2021-11-05,4858.9,4889.68,4842.35,4841.74,1477893.62,-26.39,-0.54,4852.548,4887.643,4903.886,1560335.65,1526566.66,1481274.35
2021-11-04,4841.09,4873.94,4868.74,4834.74,1325929.75,47.63,0.99,4865.832,4899.381,4908.266,1584531.63,1522703.53,1491863.71
2021-11-03,4835.81,4858.71,4821.11,4804.37,1427638.25,-18.74,-0.39,4864.912,4905.309,4908.148,1632644.63,1539008.7,1498624.17
2021-11-02,4886.18,4911.23,4839.85,4797.9,1854376.88,-50.84,-1.04,4880.322,4914.216,4908.789,1641340.15,1537778.07,1521327.94
2021-11-01,4878.13,4908.21,4890.69,4858.25,1715839.75,-18.08,-0.37,4904.972,4922.503,4910.988,1552242.65,1487606.87,1517054.53
2021-10-29,4861.27,4908.77,4908.77,4855.76,1598873.5,44.63,0.92,4922.738,4920.912,4910.322,1492797.68,1457268.09,1539246.06
2021-10-28,4882.59,4898.66,4864.14,4846.28,1566494.75,-34.02,-0.69,4932.93,4923.246,4907.355,1460875.43,1440202.74,1563149.03
2021-10-27,4949.23,4949.23,4898.16,4884.94,1471115.88,-64.94,-1.31,4945.706,4928.193,4906.808,1445372.78,1403110.28,1598899.83
2021-10-26,4983.24,5002.57,4963.1,4953.48,1408889.38,-16.42,-0.33,4948.11,4932.388,4902.988,1434215.98,1387141.5,1620954.22
2021-10-25,4940.9,4981.65,4979.52,4930.11,1418614.88,19.79,0.4,4940.034,4924.462,4897.63,1422971.08,1414331.9,1651488.81
2021-10-22,4934.87,4989.89,4959.73,4934.87,1439262.25,31.71,0.64,4919.086,4920.129,4889.039,1421738.5,1435982.04,1688934.12
